process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,736.733740,4911.558266
pass_cut_i_bjet,798,809,814,846,868,873,610.874083,4072.493884
pass_cut_ii_met,763,749,766,799,835,833,575.861372,3839.075814
pass_cut_iii_same_sign_dilepton,290,288,268,285,294,284,203.405220,1356.034801
pass_cut_iv_mll,171,185,134,129,197,171,97.016713,646.778089
pass_cut_i_bjet_frac,0.798000,0.809000,0.814000,0.846000,0.868000,0.873000,0.829165,0.829165
pass_cut_ii_met_frac,0.763000,0.749000,0.766000,0.799000,0.835000,0.833000,0.781641,0.781641
pass_cut_iii_same_sign_dilepton_frac,0.290000,0.288000,0.268000,0.285000,0.294000,0.284000,0.276091,0.276091
pass_cut_iv_mll_frac,0.171000,0.185000,0.134000,0.129000,0.197000,0.171000,0.131685,0.131685
