cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.829165,0.001357,610.874083,4072.493884
II,0.781641,0.001280,575.861372,3839.075814
III,0.276091,0.000452,203.405220,1356.034801
IV,0.131685,0.000216,97.016713,646.778089
