cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.819604,0.010463,4708.534814,31390.232091
II,0.754890,0.009637,4336.755884,28911.705890
III,0.284147,0.003628,1632.393686,10882.624574
IV,0.156491,0.001998,899.025467,5993.503111
