cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.840768,0.000669,300.844278,2005.628518
II,0.796755,0.000634,285.095626,1900.637504
III,0.286871,0.000228,102.648528,684.323521
IV,0.131982,0.000105,47.225994,314.839957
