proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8008,7562,3032,1931
2,10000,8106,7640,3155,2002
3,10000,8377,7963,2842,1300
4,10000,8442,7973,2898,1341
5,10000,8729,8279,2896,1957
6,10000,8671,8214,2898,1887
