process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,499.265884,3328.439228
pass_cut_i_bjet,773,783,862,857,871,878,429.138807,2860.925381
pass_cut_ii_met,739,736,820,813,836,829,407.697695,2717.984634
pass_cut_iii_same_sign_dilepton,285,286,269,299,283,300,141.406032,942.706882
pass_cut_iv_mll,190,185,129,151,192,204,69.640300,464.268665
pass_cut_i_bjet_frac,0.773000,0.783000,0.862000,0.857000,0.871000,0.878000,0.859540,0.859540
pass_cut_ii_met_frac,0.739000,0.736000,0.820000,0.813000,0.836000,0.829000,0.816594,0.816594
pass_cut_iii_same_sign_dilepton_frac,0.285000,0.286000,0.269000,0.299000,0.283000,0.300000,0.283228,0.283228
pass_cut_iv_mll_frac,0.190000,0.185000,0.129000,0.151000,0.192000,0.204000,0.139485,0.139485
