cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.859540,0.000954,429.138807,2860.925381
II,0.816594,0.000906,407.697695,2717.984634
III,0.283228,0.000314,141.406032,942.706882
IV,0.139485,0.000155,69.640300,464.268665
