cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.853687,0.001207,542.979629,3619.864192
II,0.825379,0.001167,524.974355,3499.829031
III,0.250559,0.000354,159.365480,1062.436532
IV,0.188444,0.000266,119.858015,799.053435
