cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.848701,0.000266,119.619892,797.465945
II,0.804575,0.000252,113.400517,756.003449
III,0.282823,0.000089,39.862336,265.748906
IV,0.141293,0.000044,19.914472,132.763145
