cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.848830,0.000731,328.807121,2192.047471
II,0.810467,0.000698,313.946796,2092.978640
III,0.291428,0.000251,112.888917,752.592781
IV,0.152850,0.000132,59.208719,394.724790
