process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,387.365115,2582.434098
pass_cut_i_bjet,791,817,833,867,896,887,328.807121,2192.047471
pass_cut_ii_met,747,763,798,825,862,852,313.946796,2092.978640
pass_cut_iii_same_sign_dilepton,288,294,273,312,289,300,112.888917,752.592781
pass_cut_iv_mll,186,196,138,169,223,225,59.208719,394.724790
pass_cut_i_bjet_frac,0.791000,0.817000,0.833000,0.867000,0.896000,0.887000,0.848830,0.848830
pass_cut_ii_met_frac,0.747000,0.763000,0.798000,0.825000,0.862000,0.852000,0.810467,0.810467
pass_cut_iii_same_sign_dilepton_frac,0.288000,0.294000,0.273000,0.312000,0.289000,0.300000,0.291428,0.291428
pass_cut_iv_mll_frac,0.186000,0.196000,0.138000,0.169000,0.223000,0.225000,0.152850,0.152850
