proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8102,7626,2987,2089
2,10000,8170,7679,3094,2087
3,10000,8574,8166,2888,1545
4,10000,8494,8098,2940,1501
5,10000,8877,8490,2955,2115
6,10000,8863,8492,2917,2073
