process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,653.517285,4356.781902
pass_cut_i_bjet,801,792,853,859,881,893,559.234525,3728.230164
pass_cut_ii_met,755,751,802,816,835,845,528.361226,3522.408171
pass_cut_iii_same_sign_dilepton,289,294,269,311,292,290,188.675135,1257.834232
pass_cut_iv_mll,203,188,139,148,189,205,93.648032,624.320212
pass_cut_i_bjet_frac,0.801000,0.792000,0.853000,0.859000,0.881000,0.893000,0.855730,0.855730
pass_cut_ii_met_frac,0.755000,0.751000,0.802000,0.816000,0.835000,0.845000,0.808489,0.808489
pass_cut_iii_same_sign_dilepton_frac,0.289000,0.294000,0.269000,0.311000,0.292000,0.290000,0.288707,0.288707
pass_cut_iv_mll_frac,0.203000,0.188000,0.139000,0.148000,0.189000,0.205000,0.143298,0.143298
