cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.855730,0.001243,559.234525,3728.230164
II,0.808489,0.001174,528.361226,3522.408171
III,0.288707,0.000419,188.675135,1257.834232
IV,0.143298,0.000208,93.648032,624.320212
