cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.856943,0.000199,89.621551,597.477007
II,0.812371,0.000189,84.960147,566.400980
III,0.289916,0.000067,30.320253,202.135023
IV,0.145159,0.000034,15.181201,101.208004
