proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8054,7553,3026,2087
2,10000,8190,7670,3048,2047
3,10000,8593,8145,2891,1417
4,10000,8544,8101,2908,1489
5,10000,8857,8468,3005,2140
6,10000,8862,8454,3065,2209
