proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8010,7530,2994,2050
2,10000,8154,7673,3195,2188
3,10000,8535,8131,2813,1403
4,10000,8563,8140,2893,1463
5,10000,8794,8359,2930,2025
6,10000,8775,8381,2997,2082
