cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.854802,0.000289,129.871461,865.809742
II,0.813498,0.000275,123.596091,823.973941
III,0.285104,0.000096,43.316247,288.774978
IV,0.143179,0.000048,21.753477,145.023181
