cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.838732,0.000718,323.270589,2155.137259
II,0.795686,0.000682,306.679568,2044.530453
III,0.282129,0.000242,108.740469,724.936462
IV,0.131636,0.000113,50.736004,338.240026
