proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8026,7529,3037,1952
2,10000,8058,7585,3100,1973
3,10000,8389,7943,2749,1305
4,10000,8431,7935,2793,1298
5,10000,8636,8182,2831,1842
6,10000,8578,8169,2804,1846
