cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.861343,0.000434,195.515356,1303.435706
II,0.821410,0.000414,186.450907,1243.006049
III,0.295738,0.000149,67.129182,447.527879
IV,0.160850,0.000081,36.511165,243.407764
