proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8090,7614,2993,2117
2,10000,8158,7728,3046,2119
3,10000,8515,8102,2830,1527
4,10000,8607,8222,2930,1546
5,10000,8957,8599,2933,2138
6,10000,8889,8479,2977,2193
