cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.852093,0.000001,0.585743,3.904956
II,0.811648,0.000001,0.557941,3.719608
III,0.288943,0.000000,0.198624,1.324162
IV,0.158612,0.000000,0.109033,0.726884
