proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8034,7564,2954,2080
2,10000,8158,7659,3056,2117
3,10000,8569,8141,2900,1542
4,10000,8562,8182,2959,1505
5,10000,8888,8500,2973,2150
6,10000,8855,8473,2967,2131
