proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8052,7627,3000,2034
2,10000,8098,7599,2991,2046
3,10000,8545,8106,2845,1426
4,10000,8495,8059,2879,1450
5,10000,8863,8498,3061,2140
6,10000,8828,8423,2983,2054
