cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.876982,0.000630,283.636081,1890.907204
II,0.855822,0.000615,276.792354,1845.282358
III,0.261337,0.000188,84.522498,563.483323
IV,0.190026,0.000137,61.458726,409.724837
