cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.848185,0.000872,392.277305,2615.182030
II,0.795667,0.000818,367.988329,2453.255528
III,0.281038,0.000289,129.977336,866.515575
IV,0.132144,0.000136,61.115155,407.434364
