process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,410.684288,2737.895252
pass_cut_i_bjet,810,853,857,857,898,879,351.779174,2345.194492
pass_cut_ii_met,769,807,831,823,871,861,339.493778,2263.291854
pass_cut_iii_same_sign_dilepton,276,319,264,268,250,243,109.380683,729.204555
pass_cut_iv_mll,224,251,178,184,209,201,74.611249,497.408325
pass_cut_i_bjet_frac,0.810000,0.853000,0.857000,0.857000,0.898000,0.879000,0.856568,0.856568
pass_cut_ii_met_frac,0.769000,0.807000,0.831000,0.823000,0.871000,0.861000,0.826654,0.826654
pass_cut_iii_same_sign_dilepton_frac,0.276000,0.319000,0.264000,0.268000,0.250000,0.243000,0.266338,0.266338
pass_cut_iv_mll_frac,0.224000,0.251000,0.178000,0.184000,0.209000,0.201000,0.181675,0.181675
