cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.856568,0.000782,351.779174,2345.194492
II,0.826654,0.000754,339.493778,2263.291854
III,0.266338,0.000243,109.380683,729.204555
IV,0.181675,0.000166,74.611249,497.408325
