proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8081,7611,2988,2078
2,10000,8160,7693,3082,2145
3,10000,8566,8177,2934,1675
4,10000,8597,8234,2971,1685
5,10000,8849,8586,2735,2119
6,10000,8896,8565,2832,2171
