proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8024,7553,2915,1995
2,10000,8133,7674,3101,2039
3,10000,8456,8024,2930,1453
4,10000,8493,8054,2878,1354
5,10000,8849,8393,2931,2020
6,10000,8889,8475,3033,2111
