proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8099,7622,2938,2054
2,10000,8188,7701,3009,2047
3,10000,8532,8175,2827,1525
4,10000,8593,8199,2947,1589
5,10000,8930,8583,3005,2230
6,10000,8904,8549,2908,2173
