cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.825192,0.000241,108.578405,723.856036
II,0.783195,0.000229,103.052522,687.016814
III,0.294008,0.000086,38.685483,257.903223
IV,0.193973,0.000057,25.522857,170.152380
