cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.838373,0.000557,250.684608,1671.230722
II,0.793993,0.000528,237.414355,1582.762364
III,0.274456,0.000182,82.065843,547.105621
IV,0.130246,0.000087,38.945168,259.634452
