cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.859991,0.000790,355.425125,2369.500835
II,0.821914,0.000755,339.688033,2264.586887
III,0.310901,0.000286,128.492210,856.614734
IV,0.166676,0.000153,68.885565,459.237097
