proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8047,7589,2956,2062
2,10000,8062,7588,3026,2035
3,10000,8486,8044,2821,1410
4,10000,8539,8060,2803,1404
5,10000,8816,8427,3016,2164
6,10000,8909,8518,2967,2099
