cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.850200,0.000286,128.796837,858.645578
II,0.806450,0.000271,122.169219,814.461461
III,0.287404,0.000097,43.538817,290.258778
IV,0.142882,0.000048,21.645185,144.301231
