proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8051,7590,2988,2046
2,10000,8137,7644,3118,2130
3,10000,8533,8078,2846,1401
4,10000,8468,8050,2905,1459
5,10000,8842,8429,3013,2081
6,10000,8785,8375,2988,2118
