proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8101,7624,3001,2113
2,10000,8190,7741,3055,2113
3,10000,8544,8139,2854,1499
4,10000,8606,8199,2854,1504
5,10000,8902,8557,2973,2171
6,10000,8909,8558,2960,2111
