cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.851793,0.000235,105.721424,704.809494
II,0.810458,0.000224,100.591003,670.606689
III,0.287618,0.000079,35.698057,237.987050
IV,0.157991,0.000044,19.609235,130.728231
