proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8123,7658,3068,2143
2,10000,8238,7753,3058,2092
3,10000,8552,8151,2822,1536
4,10000,8573,8209,2941,1589
5,10000,8840,8519,2907,2188
6,10000,8918,8589,2913,2255
