cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.838066,0.000357,160.582461,1070.549739
II,0.795422,0.000339,152.411501,1016.076676
III,0.296535,0.000126,56.819239,378.794930
IV,0.182397,0.000078,34.949147,232.994316
