cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.855454,0.000116,52.327992,348.853282
II,0.815415,0.000111,49.878802,332.525347
III,0.289341,0.000039,17.698928,117.992850
IV,0.156672,0.000021,9.583598,63.890656
