cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.853566,0.000225,101.346958,675.646388
II,0.814002,0.000215,96.649477,644.329848
III,0.290849,0.000077,34.533537,230.223583
IV,0.150251,0.000040,17.839842,118.932277
