proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8046,7559,2914,2044
2,10000,8208,7731,3149,2116
3,10000,8516,8119,2916,1514
4,10000,8558,8164,2900,1489
5,10000,8844,8463,3017,2088
6,10000,8831,8428,2988,2130
