cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.865200,0.001043,469.208194,3128.054625
II,0.843559,0.001017,457.472433,3049.816222
III,0.262631,0.000317,142.428166,949.521106
IV,0.195606,0.000236,106.079740,707.198269
