cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.858371,0.000876,394.006725,2626.711501
II,0.832434,0.000849,382.101148,2547.340985
III,0.273881,0.000279,125.715972,838.106479
IV,0.162108,0.000165,74.410473,496.069821
