process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,459.016741,3060.111608
pass_cut_i_bjet,820,809,870,846,909,893,394.006725,2626.711501
pass_cut_ii_met,770,776,841,824,886,870,382.101148,2547.340985
pass_cut_iii_same_sign_dilepton,288,295,276,271,286,253,125.715972,838.106479
pass_cut_iv_mll,215,211,181,139,233,210,74.410473,496.069821
pass_cut_i_bjet_frac,0.820000,0.809000,0.870000,0.846000,0.909000,0.893000,0.858371,0.858371
pass_cut_ii_met_frac,0.770000,0.776000,0.841000,0.824000,0.886000,0.870000,0.832434,0.832434
pass_cut_iii_same_sign_dilepton_frac,0.288000,0.295000,0.276000,0.271000,0.286000,0.253000,0.273881,0.273881
pass_cut_iv_mll_frac,0.215000,0.211000,0.181000,0.139000,0.233000,0.210000,0.162108,0.162108
