cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.842199,0.000009,3.994163,26.627755
II,0.799438,0.000008,3.791370,25.275801
III,0.291354,0.000003,1.381757,9.211711
IV,0.177369,0.000002,0.841179,5.607857
