proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8122,7656,2922,2090
2,10000,8191,7695,3027,2123
3,10000,8534,8139,2793,1518
4,10000,8638,8241,2975,1637
5,10000,8941,8596,2932,2216
6,8804,7841,7516,2591,1919
