cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.867736,0.002117,952.761215,6351.741436
II,0.834988,0.002037,916.804309,6112.028726
III,0.260667,0.000636,286.208495,1908.056631
IV,0.182716,0.000446,200.619245,1337.461631
