cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.869031,0.001126,506.570102,3377.134012
II,0.839951,0.001088,489.618914,3264.126093
III,0.285894,0.000370,166.651215,1111.008100
IV,0.196746,0.000255,114.685875,764.572501
