process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,270.962903,1806.419355
pass_cut_i_bjet,812,832,896,863,894,889,238.150604,1587.670691
pass_cut_ii_met,775,790,875,836,881,881,231.575776,1543.838503
pass_cut_iii_same_sign_dilepton,287,283,262,269,209,187,72.040006,480.266704
pass_cut_iv_mll,231,225,168,196,184,170,49.423278,329.488522
pass_cut_i_bjet_frac,0.812000,0.832000,0.896000,0.863000,0.894000,0.889000,0.878905,0.878905
pass_cut_ii_met_frac,0.775000,0.790000,0.875000,0.836000,0.881000,0.881000,0.854640,0.854640
pass_cut_iii_same_sign_dilepton_frac,0.287000,0.283000,0.262000,0.269000,0.209000,0.187000,0.265867,0.265867
pass_cut_iv_mll_frac,0.231000,0.225000,0.168000,0.196000,0.184000,0.170000,0.182399,0.182399
