cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.878905,0.000529,238.150604,1587.670691
II,0.854640,0.000515,231.575776,1543.838503
III,0.265867,0.000160,72.040006,480.266704
IV,0.182399,0.000110,49.423278,329.488522
