process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,680.004349,4533.362327
pass_cut_i_bjet,827,814,863,868,892,911,587.966876,3919.779170
pass_cut_ii_met,792,762,832,840,869,887,567.695368,3784.635784
pass_cut_iii_same_sign_dilepton,291,293,278,299,274,282,195.704564,1304.697092
pass_cut_iv_mll,216,219,171,175,224,229,117.998376,786.655840
pass_cut_i_bjet_frac,0.827000,0.814000,0.863000,0.868000,0.892000,0.911000,0.864652,0.864652
pass_cut_ii_met_frac,0.792000,0.762000,0.832000,0.840000,0.869000,0.887000,0.834841,0.834841
pass_cut_iii_same_sign_dilepton_frac,0.291000,0.293000,0.278000,0.299000,0.274000,0.282000,0.287799,0.287799
pass_cut_iv_mll_frac,0.216000,0.219000,0.171000,0.175000,0.224000,0.229000,0.173526,0.173526
