cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.864652,0.001307,587.966876,3919.779170
II,0.834841,0.001262,567.695368,3784.635784
III,0.287799,0.000435,195.704564,1304.697092
IV,0.173526,0.000262,117.998376,786.655840
