cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.843362,0.000177,79.430579,529.537190
II,0.801059,0.000168,75.446334,502.975559
III,0.285500,0.000060,26.889330,179.262199
IV,0.157606,0.000033,14.843835,98.958903
