proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,7990,7518,2930,2008
2,10000,8075,7620,3045,2116
3,10000,8500,8089,2809,1485
4,10000,8532,8113,2851,1471
5,10000,8871,8530,2874,2077
6,10000,8915,8528,3009,2198
