cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.865304,0.000616,277.157837,1847.718911
II,0.837493,0.000596,268.250097,1788.333982
III,0.271474,0.000193,86.953434,579.689558
IV,0.200925,0.000143,64.356372,429.042483
