process,mass,tanphi,cross section pb,cross section error pb,N events (generated),description
1,1.900000e+02,5.500000e+01,1.085690e-01,1.309869e-03,20,"p p > t t, (t > b w+, w+ > l+ vl), (t > b w+, w+ > l+ vl)"
2,1.900000e+02,5.500000e+01,9.896722e-02,9.571895e-04,20,"p p > t~ t~, (t~ > b~ w-, w- > l- vl~), (t~ > b~ w-, w- > l- vl~)"
3,1.900000e+02,5.500000e+01,3.763911e-01,3.502069e-03,20,"p p > h3 t, (h3 > t c~, (t > b w+, w+ > l+ vl)), (t > b w+, w+ > l+ vl)"
4,1.900000e+02,5.500000e+01,3.429895e-01,3.252380e-03,20,"p p > h3 t~, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (t~ > b~w-, w- > l- vl~)"
5,1.900000e+02,5.500000e+01,2.179749e-03,3.466579e-05,20,"p p > h3 h3, (h3 > t c~, (t > b w+, w+ > l+ vl)), (h3 > t c~,(t > b w+, w+ > l+ vl))"
6,1.900000e+02,5.500000e+01,2.033528e-03,3.234091e-05,20,"p p > h3 h3, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (h3 > t~c, (t~ > b~ w-, w- > l- vl~))"
