process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,275.794842,1838.632280
pass_cut_i_bjet,816,834,861,873,881,902,238.831571,1592.210470
pass_cut_ii_met,763,790,840,849,859,874,232.548674,1550.324496
pass_cut_iii_same_sign_dilepton,273,293,279,298,249,245,79.364993,529.099954
pass_cut_iv_mll,218,221,189,190,214,210,52.374144,349.160959
pass_cut_i_bjet_frac,0.816000,0.834000,0.861000,0.873000,0.881000,0.902000,0.865975,0.865975
pass_cut_ii_met_frac,0.763000,0.790000,0.840000,0.849000,0.859000,0.874000,0.843194,0.843194
pass_cut_iii_same_sign_dilepton_frac,0.273000,0.293000,0.279000,0.298000,0.249000,0.245000,0.287768,0.287768
pass_cut_iv_mll_frac,0.218000,0.221000,0.189000,0.190000,0.214000,0.210000,0.189903,0.189903
