cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.865975,0.000531,238.831571,1592.210470
II,0.843194,0.000517,232.548674,1550.324496
III,0.287768,0.000176,79.364993,529.099954
IV,0.189903,0.000116,52.374144,349.160959
