cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.848191,0.000554,249.100504,1660.670025
II,0.807557,0.000527,237.166959,1581.113062
III,0.293870,0.000192,86.305123,575.367484
IV,0.144745,0.000094,42.509478,283.396521
