proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8000,7524,2937,1992
2,10000,8161,7647,3082,2125
3,10000,8438,8001,2811,1417
4,10000,8593,8158,3010,1525
5,10000,8830,8409,2907,2027
6,10000,8852,8440,2872,1986
